collision_date,contributing_factor,num_contributing_factor
2016-10-06,Passing or Lane Usage Improper,41
2020-08-26,Passing or Lane Usage Improper,13
2017-05-22,Passing or Lane Usage Improper,44
2016-11-24,Passing or Lane Usage Improper,18
2017-12-06,Passing or Lane Usage Improper,41
2018-11-09,Passing or Lane Usage Improper,56
2020-10-10,Passing or Lane Usage Improper,10
2017-06-21,Passing or Lane Usage Improper,43
2018-04-16,Passing or Lane Usage Improper,41
2017-03-04,Passing or Lane Usage Improper,23
2018-05-31,Passing or Lane Usage Improper,44
2017-08-10,Passing or Lane Usage Improper,48
2017-06-02,Passing or Lane Usage Improper,43
2018-01-15,Passing or Lane Usage Improper,30
2021-09-26,Passing or Lane Usage Improper,20
2020-11-04,Passing or Lane Usage Improper,28
2018-07-22,Passing or Lane Usage Improper,28
2020-01-09,Passing or Lane Usage Improper,35
2016-07-30,Passing or Lane Usage Improper,33
2022-06-11,Passing or Lane Usage Improper,28
2017-11-23,Passing or Lane Usage Improper,41
2019-04-04,Passing or Lane Usage Improper,39
2017-11-15,Passing or Lane Usage Improper,54
2017-08-02,Passing or Lane Usage Improper,45
2016-07-18,Passing or Lane Usage Improper,31
2017-09-18,Passing or Lane Usage Improper,51
2019-04-03,Passing or Lane Usage Improper,33
2020-11-12,Passing or Lane Usage Improper,21
2018-02-15,Passing or Lane Usage Improper,43
2022-07-18,Passing or Lane Usage Improper,15
2019-01-31,Passing or Lane Usage Improper,21
2019-05-13,Passing or Lane Usage Improper,30
2019-01-17,Passing or Lane Usage Improper,36
2016-12-18,Passing or Lane Usage Improper,16
2018-08-14,Passing or Lane Usage Improper,48
2018-03-28,Passing or Lane Usage Improper,37
2019-02-17,Passing or Lane Usage Improper,24
2018-05-01,Passing or Lane Usage Improper,56
2020-02-15,Passing or Lane Usage Improper,22
2016-07-27,Passing or Lane Usage Improper,38
2017-11-01,Passing or Lane Usage Improper,49
2019-04-30,Passing or Lane Usage Improper,29
2020-08-05,Passing or Lane Usage Improper,10
2019-12-09,Passing or Lane Usage Improper,38
2018-11-07,Passing or Lane Usage Improper,46
2018-06-21,Passing or Lane Usage Improper,65
2019-06-14,Passing or Lane Usage Improper,54
2018-06-05,Passing or Lane Usage Improper,33
2020-10-05,Passing or Lane Usage Improper,27
2022-04-04,Passing or Lane Usage Improper,22
2019-11-10,Passing or Lane Usage Improper,20
2016-11-30,Passing or Lane Usage Improper,30
2020-02-12,Passing or Lane Usage Improper,26
2016-09-11,Passing or Lane Usage Improper,30
2017-03-27,Passing or Lane Usage Improper,30
2016-10-27,Passing or Lane Usage Improper,46
2021-09-19,Passing or Lane Usage Improper,19
2019-04-25,Passing or Lane Usage Improper,28
2017-03-10,Passing or Lane Usage Improper,41
2017-08-15,Passing or Lane Usage Improper,28
2018-11-23,Passing or Lane Usage Improper,25
2017-04-07,Passing or Lane Usage Improper,42
2019-11-14,Passing or Lane Usage Improper,30
2022-09-06,Passing or Lane Usage Improper,23
2019-09-03,Passing or Lane Usage Improper,36
2018-03-02,Passing or Lane Usage Improper,43
2019-09-12,Passing or Lane Usage Improper,39
2017-12-09,Passing or Lane Usage Improper,29
2018-02-02,Passing or Lane Usage Improper,32
2021-10-23,Passing or Lane Usage Improper,10
2017-11-09,Passing or Lane Usage Improper,50
2019-01-10,Passing or Lane Usage Improper,35
2018-01-19,Passing or Lane Usage Improper,44
2016-03-17,Passing or Lane Usage Improper,33
2016-06-17,Passing or Lane Usage Improper,43
2017-03-14,Passing or Lane Usage Improper,29
2017-07-14,Passing or Lane Usage Improper,51
2017-12-13,Passing or Lane Usage Improper,37
2016-05-26,Passing or Lane Usage Improper,37
2018-09-14,Passing or Lane Usage Improper,28
2018-09-08,Passing or Lane Usage Improper,28
2016-10-25,Passing or Lane Usage Improper,25
2018-02-22,Passing or Lane Usage Improper,31
2018-07-17,Passing or Lane Usage Improper,29
2016-05-23,Passing or Lane Usage Improper,40
2017-12-16,Passing or Lane Usage Improper,42
2017-06-10,Passing or Lane Usage Improper,36
2016-07-22,Passing or Lane Usage Improper,50
2016-12-27,Passing or Lane Usage Improper,34
2016-04-21,Passing or Lane Usage Improper,36
2019-03-09,Passing or Lane Usage Improper,35
2018-05-16,Passing or Lane Usage Improper,47
2018-07-25,Passing or Lane Usage Improper,44
2016-10-28,Passing or Lane Usage Improper,54
2017-12-28,Passing or Lane Usage Improper,30
2018-11-22,Passing or Lane Usage Improper,16
2017-01-19,Passing or Lane Usage Improper,43
2021-12-10,Passing or Lane Usage Improper,13
2016-04-08,Passing or Lane Usage Improper,52
2016-10-16,Passing or Lane Usage Improper,24
2016-05-12,Passing or Lane Usage Improper,36
2017-01-07,Passing or Lane Usage Improper,17
2017-05-13,Passing or Lane Usage Improper,31
2019-11-16,Passing or Lane Usage Improper,27
2020-11-27,Passing or Lane Usage Improper,13
2022-10-21,Passing or Lane Usage Improper,13
2019-05-09,Passing or Lane Usage Improper,39
2020-02-05,Passing or Lane Usage Improper,17
2019-10-06,Passing or Lane Usage Improper,19
2017-02-02,Passing or Lane Usage Improper,27
2020-07-01,Passing or Lane Usage Improper,22
2019-08-18,Passing or Lane Usage Improper,24
2016-05-01,Passing or Lane Usage Improper,21
2018-06-07,Passing or Lane Usage Improper,43
2021-01-28,Passing or Lane Usage Improper,19
2018-12-01,Passing or Lane Usage Improper,36
2022-05-31,Passing or Lane Usage Improper,20
2019-05-04,Passing or Lane Usage Improper,30
2019-07-20,Passing or Lane Usage Improper,27
2019-05-03,Passing or Lane Usage Improper,41
2017-08-18,Passing or Lane Usage Improper,32
2016-12-05,Passing or Lane Usage Improper,57
2017-10-04,Passing or Lane Usage Improper,37
2016-03-30,Passing or Lane Usage Improper,34
2019-06-29,Passing or Lane Usage Improper,37
2017-11-18,Passing or Lane Usage Improper,37
2019-05-28,Passing or Lane Usage Improper,38
2019-03-24,Passing or Lane Usage Improper,15
2019-01-29,Passing or Lane Usage Improper,40
2021-03-27,Passing or Lane Usage Improper,14
2019-10-22,Passing or Lane Usage Improper,31
2017-07-28,Passing or Lane Usage Improper,43
2018-07-11,Passing or Lane Usage Improper,49
2018-05-20,Passing or Lane Usage Improper,28
2022-11-07,Passing or Lane Usage Improper,10
2022-08-03,Passing or Lane Usage Improper,21
2016-10-29,Passing or Lane Usage Improper,34
2020-01-14,Passing or Lane Usage Improper,26
2018-09-26,Passing or Lane Usage Improper,42
2016-12-09,Passing or Lane Usage Improper,47
2019-01-06,Passing or Lane Usage Improper,26
2019-12-15,Passing or Lane Usage Improper,29
2017-04-23,Passing or Lane Usage Improper,28
2016-10-12,Passing or Lane Usage Improper,28
2017-10-02,Passing or Lane Usage Improper,25
2018-11-06,Passing or Lane Usage Improper,35
2019-10-31,Passing or Lane Usage Improper,30
2019-11-03,Passing or Lane Usage Improper,29
2016-12-17,Passing or Lane Usage Improper,25
2019-03-30,Passing or Lane Usage Improper,26
2017-11-26,Passing or Lane Usage Improper,21
2016-05-07,Passing or Lane Usage Improper,32
2018-05-19,Passing or Lane Usage Improper,27
2020-01-25,Passing or Lane Usage Improper,23
2017-11-10,Passing or Lane Usage Improper,39
2018-08-10,Passing or Lane Usage Improper,46
2020-02-14,Passing or Lane Usage Improper,32
2017-01-25,Passing or Lane Usage Improper,44
2016-08-19,Passing or Lane Usage Improper,30
2018-07-10,Passing or Lane Usage Improper,46
2016-06-29,Passing or Lane Usage Improper,38
2018-04-28,Passing or Lane Usage Improper,33
2016-06-11,Passing or Lane Usage Improper,21
2019-07-12,Passing or Lane Usage Improper,28
2022-08-08,Passing or Lane Usage Improper,14
2016-11-01,Passing or Lane Usage Improper,49
2016-09-09,Passing or Lane Usage Improper,46
2018-09-30,Passing or Lane Usage Improper,34
2020-02-20,Passing or Lane Usage Improper,27
2017-07-19,Passing or Lane Usage Improper,39
2017-05-07,Passing or Lane Usage Improper,27
2017-05-05,Passing or Lane Usage Improper,50
2018-03-07,Passing or Lane Usage Improper,17
2018-09-21,Passing or Lane Usage Improper,48
2022-05-29,Passing or Lane Usage Improper,17
2021-12-06,Passing or Lane Usage Improper,15
2022-04-08,Passing or Lane Usage Improper,19
2020-03-13,Passing or Lane Usage Improper,29
2018-10-19,Passing or Lane Usage Improper,45
2022-11-04,Passing or Lane Usage Improper,15
2020-01-05,Passing or Lane Usage Improper,13
2018-10-03,Passing or Lane Usage Improper,39
2016-12-16,Passing or Lane Usage Improper,47
2017-04-05,Passing or Lane Usage Improper,27
2014-09-20,Passing or Lane Usage Improper,1
2017-03-25,Passing or Lane Usage Improper,35
2017-01-08,Passing or Lane Usage Improper,19
2017-01-28,Passing or Lane Usage Improper,21
2022-04-07,Passing or Lane Usage Improper,20
2016-07-07,Passing or Lane Usage Improper,33
2019-09-18,Passing or Lane Usage Improper,30
2019-12-24,Passing or Lane Usage Improper,22
2017-09-24,Passing or Lane Usage Improper,35
2018-12-16,Passing or Lane Usage Improper,29
2021-08-20,Passing or Lane Usage Improper,11
2017-01-06,Passing or Lane Usage Improper,22
2020-01-16,Passing or Lane Usage Improper,26
2018-07-19,Passing or Lane Usage Improper,42
2017-04-18,Passing or Lane Usage Improper,29
2017-07-17,Passing or Lane Usage Improper,34
2019-12-20,Passing or Lane Usage Improper,41
2019-04-10,Passing or Lane Usage Improper,41
2017-02-06,Passing or Lane Usage Improper,32
2016-07-21,Passing or Lane Usage Improper,30
2019-07-04,Passing or Lane Usage Improper,15
2018-08-04,Passing or Lane Usage Improper,38
2019-11-21,Passing or Lane Usage Improper,28
2019-10-12,Passing or Lane Usage Improper,22
2019-08-20,Passing or Lane Usage Improper,35
2018-08-20,Passing or Lane Usage Improper,40
2016-11-03,Passing or Lane Usage Improper,41
2021-10-06,Passing or Lane Usage Improper,17
2018-02-10,Passing or Lane Usage Improper,32
2017-04-22,Passing or Lane Usage Improper,34
2017-06-05,Passing or Lane Usage Improper,43
2018-04-05,Passing or Lane Usage Improper,30
2016-10-21,Passing or Lane Usage Improper,52
2016-05-16,Passing or Lane Usage Improper,38
2019-08-06,Passing or Lane Usage Improper,31
2022-08-22,Passing or Lane Usage Improper,16
2017-12-23,Passing or Lane Usage Improper,37
2019-04-09,Passing or Lane Usage Improper,21
2019-11-22,Passing or Lane Usage Improper,42
2017-05-15,Passing or Lane Usage Improper,47
2012-08-16,Passing or Lane Usage Improper,1
2018-05-02,Passing or Lane Usage Improper,40
2019-08-01,Passing or Lane Usage Improper,36
2016-12-14,Passing or Lane Usage Improper,55
2021-05-21,Passing or Lane Usage Improper,17
2021-04-23,Passing or Lane Usage Improper,21
2018-11-10,Passing or Lane Usage Improper,45
2021-09-18,Passing or Lane Usage Improper,21
2021-04-07,Passing or Lane Usage Improper,12
2022-08-10,Passing or Lane Usage Improper,9
2018-05-05,Passing or Lane Usage Improper,42
2021-08-11,Passing or Lane Usage Improper,21
2016-05-03,Passing or Lane Usage Improper,28
2019-10-25,Passing or Lane Usage Improper,40
2019-03-17,Passing or Lane Usage Improper,19
2019-01-26,Passing or Lane Usage Improper,24
2019-10-26,Passing or Lane Usage Improper,37
2018-12-13,Passing or Lane Usage Improper,37
2017-12-02,Passing or Lane Usage Improper,37
2017-11-17,Passing or Lane Usage Improper,46
2021-02-09,Passing or Lane Usage Improper,11
2021-12-02,Passing or Lane Usage Improper,20
2016-09-18,Passing or Lane Usage Improper,23
2016-04-06,Passing or Lane Usage Improper,35
2022-02-12,Passing or Lane Usage Improper,12
2020-03-27,Passing or Lane Usage Improper,10
2020-09-27,Passing or Lane Usage Improper,13
2022-03-14,Passing or Lane Usage Improper,19
2020-09-06,Passing or Lane Usage Improper,18
2021-07-29,Passing or Lane Usage Improper,21
2020-09-26,Passing or Lane Usage Improper,12
2018-05-07,Passing or Lane Usage Improper,46
2019-10-15,Passing or Lane Usage Improper,41
2020-03-18,Passing or Lane Usage Improper,14
2016-05-25,Passing or Lane Usage Improper,45
2016-04-05,Passing or Lane Usage Improper,42
2021-09-16,Passing or Lane Usage Improper,19
2021-03-24,Passing or Lane Usage Improper,9
2019-07-24,Passing or Lane Usage Improper,30
2016-06-08,Passing or Lane Usage Improper,43
2022-07-02,Passing or Lane Usage Improper,12
2019-05-12,Passing or Lane Usage Improper,21
2017-08-23,Passing or Lane Usage Improper,37
2017-06-23,Passing or Lane Usage Improper,43
2018-05-04,Passing or Lane Usage Improper,43
2020-08-20,Passing or Lane Usage Improper,10
2019-12-08,Passing or Lane Usage Improper,20
2022-01-09,Passing or Lane Usage Improper,15
2020-07-10,Passing or Lane Usage Improper,12
2018-12-28,Passing or Lane Usage Improper,42
2022-10-20,Passing or Lane Usage Improper,23
2017-03-24,Passing or Lane Usage Improper,46
2020-03-16,Passing or Lane Usage Improper,18
2016-04-29,Passing or Lane Usage Improper,35
2018-05-14,Passing or Lane Usage Improper,38
2021-12-04,Passing or Lane Usage Improper,18
2019-06-09,Passing or Lane Usage Improper,20
2022-03-06,Passing or Lane Usage Improper,16
2016-12-10,Passing or Lane Usage Improper,30
2020-12-13,Passing or Lane Usage Improper,5
2016-11-05,Passing or Lane Usage Improper,32
2020-03-23,Passing or Lane Usage Improper,4
2018-03-16,Passing or Lane Usage Improper,48
2019-09-06,Passing or Lane Usage Improper,32
2018-10-24,Passing or Lane Usage Improper,46
2018-04-07,Passing or Lane Usage Improper,31
2016-08-04,Passing or Lane Usage Improper,46
2017-08-03,Passing or Lane Usage Improper,55
2017-05-02,Passing or Lane Usage Improper,36
2017-05-17,Passing or Lane Usage Improper,53
2022-11-15,Passing or Lane Usage Improper,10
2019-07-17,Passing or Lane Usage Improper,42
2017-03-15,Passing or Lane Usage Improper,35
2019-10-04,Passing or Lane Usage Improper,29
2018-10-10,Passing or Lane Usage Improper,38
2020-02-19,Passing or Lane Usage Improper,23
2019-01-30,Passing or Lane Usage Improper,26
2021-08-18,Passing or Lane Usage Improper,18
2018-07-16,Passing or Lane Usage Improper,30
2021-12-18,Passing or Lane Usage Improper,11
2021-11-07,Passing or Lane Usage Improper,13
2018-07-08,Passing or Lane Usage Improper,31
2018-03-11,Passing or Lane Usage Improper,18
2018-10-27,Passing or Lane Usage Improper,31
2019-03-15,Passing or Lane Usage Improper,41
2022-01-22,Passing or Lane Usage Improper,15
2019-01-24,Passing or Lane Usage Improper,26
2019-02-14,Passing or Lane Usage Improper,38
2019-12-11,Passing or Lane Usage Improper,38
2021-11-13,Passing or Lane Usage Improper,16
2021-03-22,Passing or Lane Usage Improper,17
2020-01-08,Passing or Lane Usage Improper,24
2020-04-03,Passing or Lane Usage Improper,10
2018-08-23,Passing or Lane Usage Improper,31
2021-03-29,Passing or Lane Usage Improper,14
2019-11-29,Passing or Lane Usage Improper,37
2019-08-22,Passing or Lane Usage Improper,28
2018-12-12,Passing or Lane Usage Improper,39
2016-07-12,Passing or Lane Usage Improper,46
2020-07-30,Passing or Lane Usage Improper,14
2017-10-30,Passing or Lane Usage Improper,51
2016-03-16,Passing or Lane Usage Improper,27
2019-02-01,Passing or Lane Usage Improper,45
2016-03-21,Passing or Lane Usage Improper,30
2022-03-16,Passing or Lane Usage Improper,17
2018-07-03,Passing or Lane Usage Improper,45
2019-12-28,Passing or Lane Usage Improper,21
2017-01-27,Passing or Lane Usage Improper,46
2019-06-03,Passing or Lane Usage Improper,42
2018-09-01,Passing or Lane Usage Improper,35
2021-07-12,Passing or Lane Usage Improper,14
2019-01-18,Passing or Lane Usage Improper,38
2017-05-24,Passing or Lane Usage Improper,26
2019-06-08,Passing or Lane Usage Improper,26
2018-08-09,Passing or Lane Usage Improper,38
2021-06-21,Passing or Lane Usage Improper,21
2018-11-15,Passing or Lane Usage Improper,32
2018-03-17,Passing or Lane Usage Improper,34
2016-06-20,Passing or Lane Usage Improper,39
2017-02-11,Passing or Lane Usage Improper,37
2017-07-31,Passing or Lane Usage Improper,38
2020-11-08,Passing or Lane Usage Improper,5
2021-09-21,Passing or Lane Usage Improper,16
2017-01-15,Passing or Lane Usage Improper,15
2019-03-08,Passing or Lane Usage Improper,43
2016-03-29,Passing or Lane Usage Improper,44
2021-08-14,Passing or Lane Usage Improper,10
2019-07-28,Passing or Lane Usage Improper,31
2016-10-20,Passing or Lane Usage Improper,39
2018-03-03,Passing or Lane Usage Improper,25
2021-10-11,Passing or Lane Usage Improper,15
2019-04-27,Passing or Lane Usage Improper,34
2016-07-04,Passing or Lane Usage Improper,19
2021-11-27,Passing or Lane Usage Improper,13
2020-02-10,Passing or Lane Usage Improper,26
2017-07-07,Passing or Lane Usage Improper,44
2017-12-25,Passing or Lane Usage Improper,21
2017-05-03,Passing or Lane Usage Improper,55
2021-11-02,Passing or Lane Usage Improper,17
2014-09-11,Passing or Lane Usage Improper,2
2020-07-24,Passing or Lane Usage Improper,18
2021-12-30,Passing or Lane Usage Improper,10
2018-04-03,Passing or Lane Usage Improper,33
2017-09-28,Passing or Lane Usage Improper,32
2017-12-10,Passing or Lane Usage Improper,26
2021-04-02,Passing or Lane Usage Improper,12
2022-04-28,Passing or Lane Usage Improper,26
2022-05-28,Passing or Lane Usage Improper,11
2022-11-23,Passing or Lane Usage Improper,15
2016-09-10,Passing or Lane Usage Improper,23
2019-01-27,Passing or Lane Usage Improper,22
2020-05-04,Passing or Lane Usage Improper,6
2019-04-05,Passing or Lane Usage Improper,42
2020-01-31,Passing or Lane Usage Improper,41
2022-09-07,Passing or Lane Usage Improper,16
2021-04-14,Passing or Lane Usage Improper,12
2019-11-24,Passing or Lane Usage Improper,25
2018-02-17,Passing or Lane Usage Improper,21
2020-11-10,Passing or Lane Usage Improper,12
2018-01-10,Passing or Lane Usage Improper,32
2013-04-29,Passing or Lane Usage Improper,1
2017-02-01,Passing or Lane Usage Improper,32
2018-06-24,Passing or Lane Usage Improper,39
2019-10-10,Passing or Lane Usage Improper,32
2019-02-11,Passing or Lane Usage Improper,35
2022-06-24,Passing or Lane Usage Improper,25
2016-06-06,Passing or Lane Usage Improper,44
2018-12-14,Passing or Lane Usage Improper,46
2021-12-07,Passing or Lane Usage Improper,23
2021-02-24,Passing or Lane Usage Improper,12
2022-03-07,Passing or Lane Usage Improper,20
2018-04-17,Passing or Lane Usage Improper,41
2018-02-26,Passing or Lane Usage Improper,36
2016-08-14,Passing or Lane Usage Improper,27
2019-04-22,Passing or Lane Usage Improper,23
2022-05-01,Passing or Lane Usage Improper,14
2019-10-20,Passing or Lane Usage Improper,21
2019-12-14,Passing or Lane Usage Improper,25
2022-06-13,Passing or Lane Usage Improper,14
2019-10-21,Passing or Lane Usage Improper,34
2021-02-16,Passing or Lane Usage Improper,5
2020-04-11,Passing or Lane Usage Improper,4
2022-02-17,Passing or Lane Usage Improper,24
2019-02-20,Passing or Lane Usage Improper,20
2019-06-28,Passing or Lane Usage Improper,34
2016-06-26,Passing or Lane Usage Improper,28
2019-09-10,Passing or Lane Usage Improper,35
2018-08-27,Passing or Lane Usage Improper,37
2020-09-09,Passing or Lane Usage Improper,18
2019-09-11,Passing or Lane Usage Improper,28
2018-06-11,Passing or Lane Usage Improper,39
2019-06-18,Passing or Lane Usage Improper,22
2016-06-04,Passing or Lane Usage Improper,28
2018-04-02,Passing or Lane Usage Improper,38
2018-10-12,Passing or Lane Usage Improper,52
2020-01-29,Passing or Lane Usage Improper,30
2019-08-13,Passing or Lane Usage Improper,22
2021-01-14,Passing or Lane Usage Improper,14
2019-06-19,Passing or Lane Usage Improper,32
2018-04-21,Passing or Lane Usage Improper,38
2016-05-13,Passing or Lane Usage Improper,42
2019-06-04,Passing or Lane Usage Improper,29
2017-03-17,Passing or Lane Usage Improper,39
2020-06-19,Passing or Lane Usage Improper,13
2021-07-01,Passing or Lane Usage Improper,23
2019-10-09,Passing or Lane Usage Improper,17
2018-08-29,Passing or Lane Usage Improper,38
2019-03-14,Passing or Lane Usage Improper,34
2021-04-13,Passing or Lane Usage Improper,18
2021-01-22,Passing or Lane Usage Improper,16
2019-02-15,Passing or Lane Usage Improper,30
2019-10-03,Passing or Lane Usage Improper,37
2019-11-12,Passing or Lane Usage Improper,29
2022-01-21,Passing or Lane Usage Improper,18
2016-06-01,Passing or Lane Usage Improper,45
2022-09-30,Passing or Lane Usage Improper,17
2021-12-31,Passing or Lane Usage Improper,12
2021-05-04,Passing or Lane Usage Improper,17
2022-02-14,Passing or Lane Usage Improper,20
2019-11-09,Passing or Lane Usage Improper,29
2016-07-24,Passing or Lane Usage Improper,41
2020-07-05,Passing or Lane Usage Improper,13
2019-08-11,Passing or Lane Usage Improper,23
2018-05-06,Passing or Lane Usage Improper,24
2022-05-16,Passing or Lane Usage Improper,20
2017-12-14,Passing or Lane Usage Improper,61
2019-10-23,Passing or Lane Usage Improper,27
2018-10-29,Passing or Lane Usage Improper,25
2020-05-18,Passing or Lane Usage Improper,14
2021-10-19,Passing or Lane Usage Improper,18
2022-07-21,Passing or Lane Usage Improper,18
2020-01-24,Passing or Lane Usage Improper,43
2021-09-27,Passing or Lane Usage Improper,22
2022-03-25,Passing or Lane Usage Improper,21
2022-06-10,Passing or Lane Usage Improper,19
2022-04-14,Passing or Lane Usage Improper,18
2018-02-05,Passing or Lane Usage Improper,36
2019-05-21,Passing or Lane Usage Improper,50
2020-03-08,Passing or Lane Usage Improper,21
2022-02-16,Passing or Lane Usage Improper,18
2018-03-08,Passing or Lane Usage Improper,45
2019-04-29,Passing or Lane Usage Improper,35
2018-07-07,Passing or Lane Usage Improper,21
2019-11-07,Passing or Lane Usage Improper,32
2019-08-24,Passing or Lane Usage Improper,24
2016-10-22,Passing or Lane Usage Improper,36
2016-06-09,Passing or Lane Usage Improper,40
2022-06-20,Passing or Lane Usage Improper,18
2018-05-26,Passing or Lane Usage Improper,34
2019-08-08,Passing or Lane Usage Improper,37
2019-11-27,Passing or Lane Usage Improper,40
2014-02-18,Passing or Lane Usage Improper,2
2019-07-07,Passing or Lane Usage Improper,18
2020-08-01,Passing or Lane Usage Improper,24
2020-06-27,Passing or Lane Usage Improper,11
2020-01-23,Passing or Lane Usage Improper,22
2022-07-14,Passing or Lane Usage Improper,15
2017-08-11,Passing or Lane Usage Improper,30
2018-06-10,Passing or Lane Usage Improper,30
2016-07-10,Passing or Lane Usage Improper,20
2018-02-13,Passing or Lane Usage Improper,29
2018-04-15,Passing or Lane Usage Improper,26
2018-01-25,Passing or Lane Usage Improper,43
2018-02-12,Passing or Lane Usage Improper,32
2021-04-20,Passing or Lane Usage Improper,16
2022-09-12,Passing or Lane Usage Improper,21
2022-07-25,Passing or Lane Usage Improper,19
2018-01-03,Passing or Lane Usage Improper,43
2021-07-14,Passing or Lane Usage Improper,23
2020-10-03,Passing or Lane Usage Improper,16
2016-04-27,Passing or Lane Usage Improper,25
2016-04-17,Passing or Lane Usage Improper,21
2021-03-20,Passing or Lane Usage Improper,20
2017-07-26,Passing or Lane Usage Improper,37
2019-03-07,Passing or Lane Usage Improper,42
2017-03-26,Passing or Lane Usage Improper,23
2019-07-08,Passing or Lane Usage Improper,32
2022-07-15,Passing or Lane Usage Improper,16
2021-06-05,Passing or Lane Usage Improper,11
2019-03-28,Passing or Lane Usage Improper,37
2018-05-27,Passing or Lane Usage Improper,19
2022-03-04,Passing or Lane Usage Improper,14
2018-10-13,Passing or Lane Usage Improper,38
2021-05-09,Passing or Lane Usage Improper,14
2018-09-03,Passing or Lane Usage Improper,28
2018-09-02,Passing or Lane Usage Improper,20
2017-01-03,Passing or Lane Usage Improper,33
2017-03-22,Passing or Lane Usage Improper,30
2020-04-06,Passing or Lane Usage Improper,2
2019-06-21,Passing or Lane Usage Improper,31
2017-08-09,Passing or Lane Usage Improper,36
2022-07-26,Passing or Lane Usage Improper,17
2019-01-16,Passing or Lane Usage Improper,40
2020-02-06,Passing or Lane Usage Improper,32
2017-06-06,Passing or Lane Usage Improper,47
2020-09-11,Passing or Lane Usage Improper,14
2017-06-03,Passing or Lane Usage Improper,30
2021-10-13,Passing or Lane Usage Improper,17
2017-12-15,Passing or Lane Usage Improper,49
2021-05-20,Passing or Lane Usage Improper,21
2022-05-09,Passing or Lane Usage Improper,18
2016-03-15,Passing or Lane Usage Improper,27
2017-02-20,Passing or Lane Usage Improper,22
2017-06-09,Passing or Lane Usage Improper,54
2019-07-19,Passing or Lane Usage Improper,42
2018-05-10,Passing or Lane Usage Improper,37
2021-05-29,Passing or Lane Usage Improper,16
2017-03-13,Passing or Lane Usage Improper,41
2017-06-07,Passing or Lane Usage Improper,39
2017-03-21,Passing or Lane Usage Improper,55
2019-08-12,Passing or Lane Usage Improper,31
2019-07-03,Passing or Lane Usage Improper,34
2017-01-12,Passing or Lane Usage Improper,42
2014-11-16,Passing or Lane Usage Improper,2
2017-11-06,Passing or Lane Usage Improper,25
2021-11-04,Passing or Lane Usage Improper,17
2016-07-01,Passing or Lane Usage Improper,44
2019-03-19,Passing or Lane Usage Improper,40
2021-06-14,Passing or Lane Usage Improper,16
2021-03-11,Passing or Lane Usage Improper,15
2021-07-24,Passing or Lane Usage Improper,13
2019-01-03,Passing or Lane Usage Improper,36
2019-04-06,Passing or Lane Usage Improper,33
2016-07-16,Passing or Lane Usage Improper,34
2020-09-04,Passing or Lane Usage Improper,21
2021-05-14,Passing or Lane Usage Improper,19
2020-02-24,Passing or Lane Usage Improper,23
2020-03-06,Passing or Lane Usage Improper,24
2020-03-05,Passing or Lane Usage Improper,26
2019-05-10,Passing or Lane Usage Improper,36
2018-11-02,Passing or Lane Usage Improper,35
2020-05-15,Passing or Lane Usage Improper,11
2022-10-12,Passing or Lane Usage Improper,14
2022-09-03,Passing or Lane Usage Improper,11
2019-12-05,Passing or Lane Usage Improper,45
2017-01-23,Passing or Lane Usage Improper,28
2022-03-09,Passing or Lane Usage Improper,15
2022-07-22,Passing or Lane Usage Improper,18
2016-08-17,Passing or Lane Usage Improper,36
2019-08-05,Passing or Lane Usage Improper,35
2021-12-16,Passing or Lane Usage Improper,20
2016-06-05,Passing or Lane Usage Improper,14
2018-12-02,Passing or Lane Usage Improper,24
2021-02-27,Passing or Lane Usage Improper,7
2018-06-03,Passing or Lane Usage Improper,28
2016-06-27,Passing or Lane Usage Improper,28
2018-10-28,Passing or Lane Usage Improper,23
2019-07-30,Passing or Lane Usage Improper,41
2017-11-14,Passing or Lane Usage Improper,41
2017-12-24,Passing or Lane Usage Improper,28
2017-07-25,Passing or Lane Usage Improper,21
2017-09-26,Passing or Lane Usage Improper,42
2018-12-17,Passing or Lane Usage Improper,48
2022-05-20,Passing or Lane Usage Improper,17
2018-03-15,Passing or Lane Usage Improper,31
2016-04-25,Passing or Lane Usage Improper,22
2021-06-19,Passing or Lane Usage Improper,18
2022-05-10,Passing or Lane Usage Improper,16
2022-05-12,Passing or Lane Usage Improper,14
2016-08-08,Passing or Lane Usage Improper,43
2016-07-13,Passing or Lane Usage Improper,27
2018-04-01,Passing or Lane Usage Improper,18
2020-11-01,Passing or Lane Usage Improper,15
2018-01-30,Passing or Lane Usage Improper,42
2022-02-15,Passing or Lane Usage Improper,8
2020-08-14,Passing or Lane Usage Improper,18
2022-06-21,Passing or Lane Usage Improper,18
2019-09-22,Passing or Lane Usage Improper,28
2018-01-08,Passing or Lane Usage Improper,41
2019-11-04,Passing or Lane Usage Improper,29
2021-07-17,Passing or Lane Usage Improper,11
2017-01-13,Passing or Lane Usage Improper,36
2021-11-18,Passing or Lane Usage Improper,16
2017-07-02,Passing or Lane Usage Improper,24
2016-05-10,Passing or Lane Usage Improper,29
2016-08-03,Passing or Lane Usage Improper,36
2020-01-30,Passing or Lane Usage Improper,19
2018-09-11,Passing or Lane Usage Improper,41
2022-11-30,Passing or Lane Usage Improper,11
2013-05-30,Passing or Lane Usage Improper,1
2019-05-05,Passing or Lane Usage Improper,31
2019-07-14,Passing or Lane Usage Improper,22
2016-08-28,Passing or Lane Usage Improper,23
